,league,gamelength,result,k,d,a,fb,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,wards,wpm,wardkills,wcpm,totalgold,earnedgpm,goldspent,gspd,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
132,CBLoL,35.53333333,0,14,15,19,1,0.3939962477,0.4221388368,0.8161350843999999,1,5.701683332999999,3,2,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,11.15553333,1.0,14.19145,1.0,1,0.0,1.0,44157.0,1242.692308,119.0,3.348968105,59.0,1.660412758,61098.0,1068.675422,58275.0,-0.01210984138,118.0,5.0,31.5478424,15279.0,15155.0,124.0,25602.0,26091.0,-489.0,17995.0,18644.0,-649.0,303.0,329.0,-26.0,466.0,492.0,-26.0
133,CBLoL,35.53333333,1,15,14,34,0,0.4221388368,0.3939962477,0.8161350843999999,0,5.701683332999999,2,3,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,11.15553333,0.0,14.19145,0.0,0,1.0,0.0,59619.0,1677.8330210000001,152.0,4.277673546,55.0,1.547842402,67768.0,1256.386492,58985.0,0.01210984138,157.0,41.0,34.47467167,15155.0,15279.0,-124.0,26091.0,25602.0,489.0,18644.0,17995.0,649.0,329.0,303.0,26.0,492.0,466.0,26.0
134,CBLoL,36.55,1,13,1,36,1,0.3556771546,0.027359781119999996,0.3830369357,1,10.81991667,2,3,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,13.35445,1.0,16.52736667,0.0,0,1.0,0.0,46081.0,1260.7660740000001,166.0,4.541723666,64.0,1.751025992,66544.0,1170.9274970000001,59000.0,0.07139283614,148.0,6.0,31.43638851,15083.0,14515.0,568.0,23337.0,21200.0,2137.0,19418.0,18675.0,743.0,323.0,309.0,14.0,478.0,475.0,3.0
135,CBLoL,36.55,0,1,13,1,0,0.027359781119999996,0.3556771546,0.3830369357,0,10.81991667,3,2,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,13.35445,0.0,16.52736667,1.0,1,0.0,1.0,27329.0,747.7154582999999,117.0,3.2010943910000003,65.0,1.7783857730000001,57412.0,921.0779754,54933.0,-0.07139283614,173.0,7.0,33.89876881,14515.0,15083.0,-568.0,21200.0,23337.0,-2137.0,18675.0,19418.0,-743.0,309.0,323.0,-14.0,475.0,478.0,-3.0
136,CBLoL,37.18333333,1,21,12,51,0,0.5647691618,0.3227252353,0.8874943970999999,0,7.047783333,1,4,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.95635,0.0,11.69475,1.0,1,1.0,1.0,80264.0,2158.6015239999997,151.0,4.060959211,77.0,2.07082026,72404.0,1298.15688,65285.0,0.09129494674000001,149.0,40.0,32.16494845,15799.0,15472.0,327.0,24982.0,26561.0,-1579.0,19651.0,19108.0,543.0,332.0,334.0,-2.0,498.0,487.0,11.0
137,CBLoL,37.18333333,0,12,21,25,1,0.3227252353,0.5647691618,0.8874943970999999,1,7.047783333,4,1,4.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,10.95635,1.0,11.69475,0.0,0,1.0,1.0,51022.0,1372.173913,149.0,4.007171672,57.0,1.5329448680000002,62668.0,1036.319139,59585.0,-0.09129494674000001,130.0,5.0,30.33617212,15472.0,15799.0,-327.0,26561.0,24982.0,1579.0,19108.0,19651.0,-543.0,334.0,332.0,2.0,487.0,498.0,-11.0
138,CBLoL,51.8,0,15,20,33,1,0.2895752896,0.38610038609999997,0.6756756757,0,10.90206667,1,6,1.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,17.79948333,0.0,16.70771667,0.0,1,2.0,1.0,77245.0,1491.216216,225.0,4.343629344,101.0,1.94980695,91583.0,1129.4092660000001,89798.0,0.05431002927999999,218.0,64.0,32.23938224,16044.0,15619.0,425.0,24089.0,24975.0,-886.0,19154.0,19076.0,78.0,326.0,310.0,16.0,493.0,509.0,-16.0
139,CBLoL,51.8,1,20,15,47,0,0.38610038609999997,0.2895752896,0.6756756757,1,10.90206667,6,1,4.0,1.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,17.79948333,1.0,16.70771667,1.0,0,1.0,2.0,94566.0,1825.598456,221.0,4.266409266,109.0,2.104247104,95333.0,1201.803089,85050.0,-0.05431002927999999,164.0,16.0,31.23552124,15619.0,16044.0,-425.0,24975.0,24089.0,886.0,19076.0,19154.0,-78.0,310.0,326.0,-16.0,509.0,493.0,16.0
140,CBLoL,36.38333333,0,7,14,25,1,0.19239578559999998,0.38479157119999996,0.5771873568,1,10.19923333,2,1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10.45521667,0.0,13.23051667,0.0,1,0.0,1.0,51472.0,1414.7136970000001,125.0,3.435639029,60.0,1.649106734,58923.0,969.6307832999998,58020.0,-0.07949157171,124.0,13.0,31.93770041,15108.0,15701.0,-593.0,23027.0,23908.0,-881.0,18853.0,19907.0,-1054.0,342.0,362.0,-20.0,518.0,517.0,1.0
141,CBLoL,36.38333333,1,14,7,33,0,0.38479157119999996,0.19239578559999998,0.5771873568,0,10.19923333,1,2,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.45521667,1.0,13.23051667,1.0,0,1.0,0.0,55985.0,1538.754008,158.0,4.342647732,68.0,1.8689876319999998,69723.0,1266.469995,62823.0,0.07949157171,127.0,44.0,34.98854787,15701.0,15108.0,593.0,23908.0,23027.0,881.0,19907.0,18853.0,1054.0,362.0,342.0,20.0,517.0,518.0,-1.0
142,CBLoL,31.91666667,0,8,21,25,0,0.2506527415,0.6579634464999999,0.908616188,0,13.54313333,1,2,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.45546667,0.0,13.78426667,0.0,0,0.0,1.0,53377.0,1672.3864230000001,102.0,3.195822454,38.0,1.190600522,52745.0,997.4099217,51160.0,-0.1558647538,139.0,8.0,31.08093995,14514.0,15127.0,-613.0,22517.0,26953.0,-4436.0,18166.0,17702.0,464.0,318.0,300.0,18.0,495.0,506.0,-11.0
143,CBLoL,31.91666667,1,21,8,60,1,0.6579634464999999,0.2506527415,0.908616188,1,13.54313333,2,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.45546667,1.0,13.78426667,1.0,1,1.0,0.0,80215.0,2513.263708,100.0,3.1331592689999996,47.0,1.4725848559999999,65017.0,1381.911227,59808.0,0.1558647538,123.0,20.0,32.36553525,15127.0,14514.0,613.0,26953.0,22517.0,4436.0,17702.0,18166.0,-464.0,300.0,318.0,-18.0,506.0,495.0,11.0
144,CBLoL,31.06666667,0,4,17,8,0,0.1287553648,0.5472103004,0.6759656652,0,8.562733332999999,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.13511667,0.0,12.56838333,0.0,0,0.0,2.0,41972.0,1351.030043,85.0,2.736051502,26.0,0.8369098712,47294.0,865.9828325999999,45550.0,-0.0876410391,108.0,12.0,30.45064378,14068.0,14589.0,-521.0,22812.0,25555.0,-2743.0,17772.0,17899.0,-127.0,298.0,308.0,-10.0,477.0,484.0,-7.0
145,CBLoL,31.06666667,1,17,4,42,1,0.5472103004,0.1287553648,0.6759656652,1,8.562733332999999,4,0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,12.13511667,1.0,12.56838333,1.0,1,2.0,0.0,63889.0,2056.5128760000002,81.0,2.607296137,29.0,0.9334763948,59230.0,1250.188841,49725.0,0.0876410391,107.0,25.0,29.74248927,14589.0,14068.0,521.0,25555.0,22812.0,2743.0,17899.0,17772.0,127.0,308.0,298.0,10.0,484.0,477.0,7.0
146,LCK,30.98333333,0,2,3,6,0,0.06455083378,0.09682625067,0.1613770845,0,9.976383333,1,3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.83943333,1.0,16.13421667,0.0,0,0.0,1.0,27213.0,878.3109197999999,113.0,3.6471221089999997,41.0,1.323292093,46506.0,844.5250133999999,46458.0,-0.09189760861,119.0,8.0,32.72727273,15121.0,15080.0,41.0,22920.0,23959.0,-1039.0,18508.0,19014.0,-506.0,345.0,343.0,2.0,518.0,516.0,2.0
147,LCK,30.98333333,1,3,2,7,1,0.09682625067,0.06455083378,0.1613770845,1,9.976383333,3,1,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,11.83943333,0.0,16.13421667,1.0,1,1.0,0.0,51283.0,1655.180204,112.0,3.614846692,59.0,1.904249597,54998.0,1118.6078539999999,50933.0,0.09189760861,129.0,13.0,33.85691232,15080.0,15121.0,-41.0,23959.0,22920.0,1039.0,19014.0,18508.0,506.0,343.0,345.0,-2.0,516.0,518.0,-2.0
148,LCK,31.8,1,12,7,38,0,0.37735849060000004,0.2201257862,0.5974842767,1,8.459166667,3,1,3.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,10.5523,1.0,11.5672,1.0,1,2.0,0.0,52210.0,1641.823899,117.0,3.679245283,40.0,1.257861635,63939.0,1355.327044,58180.0,0.1219443254,132.0,27.0,36.00628931,16244.0,15598.0,646.0,25989.0,24179.0,1810.0,19490.0,18521.0,969.0,375.0,300.0,75.0,559.0,464.0,95.0
149,LCK,31.8,0,7,12,21,1,0.2201257862,0.37735849060000004,0.5974842767,0,8.459166667,1,3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.5523,0.0,11.5672,0.0,0,0.0,2.0,47557.0,1495.503145,102.0,3.20754717,38.0,1.194968553,52508.0,995.8616352,51493.0,-0.1219443254,111.0,4.0,32.45283019,15598.0,16244.0,-646.0,24179.0,25989.0,-1810.0,18521.0,19490.0,-969.0,300.0,375.0,-75.0,464.0,559.0,-95.0
150,LCK,29.05,0,1,13,2,1,0.034423407919999996,0.4475043029,0.48192771079999996,0,7.605566667000001,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.76135,0.0,13.93793333,0.0,0,0.0,1.0,42280.0,1455.421687,131.0,4.5094664369999995,43.0,1.48020654,45652.0,912.0619621,43395.0,-0.2088535755,103.0,0.0,32.39242685,15526.0,15399.0,127.0,24287.0,26225.0,-1938.0,19022.0,19709.0,-687.0,330.0,360.0,-30.0,512.0,563.0,-51.0
151,LCK,29.05,1,13,1,29,0,0.4475043029,0.034423407919999996,0.48192771079999996,1,7.605566667000001,4,0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,11.76135,1.0,13.93793333,1.0,1,1.0,0.0,57373.0,1974.974182,106.0,3.6488812389999996,61.0,2.099827883,58473.0,1353.404475,53515.0,0.2088535755,114.0,30.0,36.45438898,15399.0,15526.0,-127.0,26225.0,24287.0,1938.0,19709.0,19022.0,687.0,360.0,330.0,30.0,563.0,512.0,51.0
152,LCK,28.18333333,0,2,19,6,0,0.07096392667000001,0.6741573034,0.74512123,0,6.750183333,1,3,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.19896667,0.0,12.53888333,0.0,0,0.0,1.0,28416.0,1008.25547,109.0,3.867534004,39.0,1.38379657,44315.0,911.4890597000001,43418.0,-0.1909731988,109.0,11.0,34.31105855,14734.0,16460.0,-1726.0,23156.0,26624.0,-3468.0,18181.0,19494.0,-1313.0,334.0,336.0,-2.0,542.0,563.0,-21.0
153,LCK,28.18333333,1,19,2,32,1,0.6741573034,0.07096392667000001,0.74512123,1,6.750183333,3,1,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,12.19896667,1.0,12.53888333,1.0,1,1.0,0.0,48329.0,1714.8078059999998,98.0,3.477232407,45.0,1.59668835,60985.0,1502.973389,52585.0,0.1909731988,118.0,36.0,38.710822,16460.0,14734.0,1726.0,26624.0,23156.0,3468.0,19494.0,18181.0,1313.0,336.0,334.0,2.0,563.0,542.0,21.0
154,LCK,23.31666667,0,5,10,12,0,0.2144388849,0.4288777698,0.6433166548,0,6.656933333,1,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.11908333,0.0,11.4066,0.0,0,0.0,1.0,30329.0,1300.743388,78.0,3.345246605,26.0,1.115082202,36996.0,915.5768406,34275.0,-0.12063056890000001,104.0,4.0,31.22230164,14661.0,16251.0,-1590.0,23172.0,25770.0,-2598.0,18557.0,18399.0,158.0,290.0,333.0,-43.0,475.0,526.0,-51.0
155,LCK,23.31666667,1,10,5,30,1,0.4288777698,0.2144388849,0.6433166548,1,6.656933333,2,1,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,13.11908333,1.0,11.4066,1.0,1,1.0,0.0,47101.0,2020.057184,80.0,3.431022159,34.0,1.4581844169999998,46389.0,1318.42173,38675.0,0.12063056890000001,93.0,0.0,33.70979271,16251.0,14661.0,1590.0,25770.0,23172.0,2598.0,18399.0,18557.0,-158.0,333.0,290.0,43.0,526.0,475.0,51.0
156,LCK,31.1,1,13,2,42,1,0.41800643090000006,0.06430868167,0.4823151125,1,9.971116667,4,0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,12.17525,0.0,12.82096667,1.0,1,0.0,0.0,39069.0,1256.237942,120.0,3.8585209000000003,65.0,2.090032154,60167.0,1278.321543,51683.0,0.09416722381,136.0,12.0,37.49196141,16156.0,15642.0,514.0,25073.0,24181.0,892.0,19050.0,19257.0,-207.0,342.0,340.0,2.0,553.0,522.0,31.0
157,LCK,31.1,0,2,13,4,0,0.06430868167,0.41800643090000006,0.4823151125,0,9.971116667,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.17525,1.0,12.82096667,0.0,0,0.0,0.0,29726.0,955.8199357000001,115.0,3.697749196,56.0,1.8006430869999999,48929.0,916.9710610999999,47035.0,-0.09416722381,145.0,4.0,34.37299035,15642.0,16156.0,-514.0,24181.0,25073.0,-892.0,19257.0,19050.0,207.0,340.0,342.0,-2.0,522.0,553.0,-31.0
158,LCK,32.7,0,10,17,19,0,0.3058103976,0.5198776758,0.8256880734,0,10.56596667,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.44496667,1.0,14.88705,0.0,0,0.0,2.0,54546.0,1668.073394,141.0,4.311926606,37.0,1.131498471,54442.0,1010.7522939999999,54385.0,-0.1304572018,115.0,0.0,30.152905199999996,14743.0,15582.0,-839.0,23505.0,26260.0,-2755.0,17985.0,18715.0,-730.0,290.0,334.0,-44.0,445.0,552.0,-107.0
159,LCK,32.7,1,17,10,30,1,0.5198776758,0.3058103976,0.8256880734,1,10.56596667,4,0,4.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,10.44496667,0.0,14.88705,1.0,1,2.0,0.0,63054.0,1928.2568809999998,106.0,3.241590214,64.0,1.957186544,67724.0,1416.929664,61975.0,0.1304572018,144.0,38.0,37.55351682,15582.0,14743.0,839.0,26260.0,23505.0,2755.0,18715.0,17985.0,730.0,334.0,290.0,44.0,552.0,445.0,107.0
160,LCK,35.31666667,1,11,7,29,1,0.3114676734,0.19820670129999998,0.5096743747,0,6.869966667000001,4,2,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,12.81231667,1.0,13.17715,0.0,1,1.0,0.0,48766.0,1380.821142,126.0,3.567720623,72.0,2.038697499,67053.0,1247.6035869999998,59800.0,0.01414617716,149.0,9.0,34.88437942,15338.0,15551.0,-213.0,25637.0,24926.0,711.0,17975.0,18436.0,-461.0,305.0,321.0,-16.0,493.0,517.0,-24.0
161,LCK,35.31666667,0,7,11,19,0,0.19820670129999998,0.3114676734,0.5096743747,1,6.869966667000001,2,4,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,12.81231667,0.0,13.17715,1.0,0,0.0,1.0,39758.0,1125.757433,126.0,3.567720623,48.0,1.359131666,59743.0,1040.61916,58960.0,-0.01414617716,172.0,11.0,34.28975932,15551.0,15338.0,213.0,24926.0,25637.0,-711.0,18436.0,17975.0,461.0,321.0,305.0,16.0,517.0,493.0,24.0
162,LCK,32.16666667,1,16,4,35,1,0.4974093264,0.1243523316,0.6217616579999999,0,11.29598333,3,1,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,11.19753333,0.0,17.02923333,1.0,1,0.0,1.0,52794.0,1641.264249,134.0,4.165803109,48.0,1.4922279790000001,61759.0,1265.129534,56985.0,0.07463365796,157.0,27.0,36.77720207,16052.0,15391.0,661.0,25805.0,23373.0,2432.0,19334.0,19218.0,116.0,358.0,331.0,27.0,545.0,535.0,10.0
163,LCK,32.16666667,0,4,16,6,0,0.1243523316,0.4974093264,0.6217616579999999,1,11.29598333,1,3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.19753333,1.0,17.02923333,0.0,0,1.0,0.0,39088.0,1215.170984,135.0,4.196891192,52.0,1.6165803109999999,53971.0,1023.015544,52885.0,-0.07463365796,139.0,0.0,35.03626943,15391.0,16052.0,-661.0,23373.0,25805.0,-2432.0,19218.0,19334.0,-116.0,331.0,358.0,-27.0,535.0,545.0,-10.0
164,LCK,30.26666667,1,6,1,17,1,0.19823788550000002,0.03303964758,0.231277533,1,9.901433333,3,0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,12.11731667,1.0,15.90415,1.0,1,1.0,0.0,37545.0,1240.473568,143.0,4.724669604,60.0,1.982378855,58345.0,1270.169604,55675.0,0.2320220496,140.0,22.0,37.86343612,15745.0,14207.0,1538.0,25540.0,22147.0,3393.0,18799.0,16948.0,1851.0,338.0,298.0,40.0,540.0,478.0,62.0
165,LCK,30.26666667,0,1,7,1,0,0.03303964758,0.19823788550000002,0.231277533,0,9.901433333,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.11731667,0.0,15.90415,0.0,0,0.0,1.0,38872.0,1284.3171810000001,127.0,4.196035242,63.0,2.081497797,45876.0,858.1982379000001,44100.0,-0.2320220496,128.0,0.0,34.06387665,14207.0,15745.0,-1538.0,22147.0,25540.0,-3393.0,16948.0,18799.0,-1851.0,298.0,338.0,-40.0,478.0,540.0,-62.0
166,LCK,37.68333333,1,22,10,50,1,0.5838124724,0.2653693056,0.8491817779999999,1,8.500816667,5,1,4.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,11.10676667,1.0,13.85105,0.0,0,1.0,0.0,65535.0,1739.0977440000001,135.0,3.5824856260000004,92.0,2.441397612,72439.0,1273.740823,67380.0,0.08324637681,143.0,35.0,32.42812915,16371.0,14279.0,2092.0,25618.0,22596.0,3022.0,18051.0,17577.0,474.0,301.0,319.0,-18.0,503.0,529.0,-26.0
167,LCK,37.68333333,0,10,22,22,0,0.2653693056,0.5838124724,0.8491817779999999,0,8.500816667,1,5,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11.10676667,0.0,13.85105,1.0,1,0.0,1.0,89740.0,2381.424149,174.0,4.617425918,64.0,1.6983635559999999,63110.0,1026.177797,61995.0,-0.08324637681,146.0,12.0,32.98540469,14279.0,16371.0,-2092.0,22596.0,25618.0,-3022.0,17577.0,18051.0,-474.0,319.0,301.0,18.0,529.0,503.0,26.0
168,LCK,26.7,1,18,3,57,0,0.6741573034,0.11235955060000001,0.7865168539,1,11.72263333,3,0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,11.32221667,1.0,17.4209,1.0,1,1.0,0.0,54749.0,2050.524345,67.0,2.509363296,43.0,1.6104868909999999,54880.0,1391.820225,47600.0,0.2563251763,86.0,34.0,34.86891386,14819.0,15067.0,-248.0,24295.0,23238.0,1057.0,18451.0,17953.0,498.0,314.0,310.0,4.0,515.0,483.0,32.0
169,LCK,26.7,0,3,18,9,1,0.11235955060000001,0.6741573034,0.7865168539,0,11.72263333,0,3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.32221667,0.0,17.4209,0.0,0,0.0,1.0,37434.0,1402.022472,83.0,3.108614232,23.0,0.8614232209999999,39185.0,803.9925093999999,36785.0,-0.2563251763,80.0,21.0,28.76404494,15067.0,14819.0,248.0,23238.0,24295.0,-1057.0,17953.0,18451.0,-498.0,310.0,314.0,-4.0,483.0,515.0,-32.0
170,LCK,34.2,0,12,25,21,0,0.350877193,0.7309941520000001,1.081871345,0,8.602733333,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.98111667,0.0,16.90515,0.0,0,0.0,2.0,67133.0,1962.953216,124.0,3.6257309939999995,58.0,1.6959064330000002,58496.0,1058.116959,55729.0,-0.09691464477,120.0,10.0,31.637426899999998,14751.0,16896.0,-2145.0,24689.0,26396.0,-1707.0,18007.0,19050.0,-1043.0,318.0,308.0,10.0,483.0,458.0,25.0
171,LCK,34.2,1,25,12,73,1,0.7309941520000001,0.350877193,1.081871345,1,8.602733333,4,0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,11.98111667,1.0,16.90515,1.0,1,2.0,0.0,76784.0,2245.146199,130.0,3.8011695910000003,51.0,1.49122807,70573.0,1411.2456140000002,61405.0,0.09691464477,116.0,33.0,31.25730994,16896.0,14751.0,2145.0,26396.0,24689.0,1707.0,19050.0,18007.0,1043.0,308.0,318.0,-10.0,458.0,483.0,-25.0
172,LCK,26.7,1,9,3,25,0,0.3370786517,0.11235955060000001,0.44943820219999997,0,7.546116667000001,3,1,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,11.77335,1.0,13.64513333,1.0,1,0.0,0.0,35186.0,1317.8277150000001,113.0,4.232209738,38.0,1.4232209740000001,54796.0,1388.674157,49435.0,0.2726123434,123.0,38.0,38.38951311,16224.0,14615.0,1609.0,26751.0,24199.0,2552.0,19873.0,18713.0,1160.0,347.0,323.0,24.0,567.0,499.0,68.0
173,LCK,26.7,0,3,9,6,1,0.11235955060000001,0.3370786517,0.44943820219999997,1,7.546116667000001,1,3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.77335,0.0,13.64513333,0.0,0,0.0,0.0,29954.0,1121.8726589999999,90.0,3.370786517,40.0,1.498127341,40674.0,859.7602995999999,37575.0,-0.2726123434,93.0,4.0,31.19850187,14615.0,16224.0,-1609.0,24199.0,26751.0,-2552.0,18713.0,19873.0,-1160.0,323.0,347.0,-24.0,499.0,567.0,-68.0
174,LCK,27.61666667,0,3,15,8,1,0.1086300543,0.5431502716,0.6517803259,0,8.252083333,1,3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.54723333,0.0,12.00388333,0.0,0,0.0,1.0,25946.0,939.5051298000001,82.0,2.969221485,20.0,0.7242003620999999,42307.0,870.039831,41200.0,-0.19080030739999998,99.0,1.0,31.06819553,15407.0,16218.0,-811.0,23416.0,28033.0,-4617.0,18414.0,19151.0,-737.0,334.0,324.0,10.0,496.0,504.0,-8.0
175,LCK,27.61666667,1,15,3,33,0,0.5431502716,0.1086300543,0.6517803259,1,8.252083333,3,1,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,11.54723333,1.0,12.00388333,1.0,1,1.0,0.0,37921.0,1373.120097,91.0,3.2951116480000002,34.0,1.231140616,57905.0,1434.843693,49890.0,0.19080030739999998,119.0,34.0,35.92033796,16218.0,15407.0,811.0,28033.0,23416.0,4617.0,19151.0,18414.0,737.0,324.0,334.0,-10.0,504.0,496.0,8.0
176,LCK,30.7,0,16,22,26,0,0.5211726384,0.7166123779000001,1.237785016,0,5.531616667000001,1,3,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.883,1.0,19.25523333,0.0,0,0.0,1.0,52397.0,1706.7426710000002,103.0,3.35504886,62.0,2.019543974,51324.0,1014.9055369999999,50308.0,-0.1538856729,94.0,0.0,30.19543974,16422.0,16302.0,120.0,26572.0,27059.0,-487.0,19277.0,19539.0,-262.0,346.0,352.0,-6.0,433.0,454.0,-21.0
177,LCK,30.7,1,22,16,53,1,0.7166123779000001,0.5211726384,1.237785016,1,5.531616667000001,3,1,3.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,14.883,0.0,19.25523333,1.0,1,1.0,0.0,62003.0,2019.6416940000001,154.0,5.016286645,39.0,1.2703583059999999,60421.0,1311.224756,58695.0,0.1538856729,139.0,40.0,31.72638436,16302.0,16422.0,-120.0,27059.0,26572.0,487.0,19539.0,19277.0,262.0,352.0,346.0,6.0,454.0,433.0,21.0
178,LCK,25.5,0,4,24,11,0,0.1568627451,0.9019607843,1.058823529,0,5.96215,0,4,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.41368333,0.0,11.79953333,0.0,0,0.0,1.0,38484.0,1509.176471,115.0,4.509803922,29.0,1.137254902,39202.0,871.2941176,37785.0,-0.1651086561,95.0,8.0,28.43137255,15023.0,17416.0,-2393.0,22451.0,30126.0,-7675.0,17836.0,19043.0,-1207.0,292.0,332.0,-40.0,450.0,529.0,-79.0
179,LCK,25.5,1,23,4,44,1,0.9019607843,0.1568627451,1.058823529,1,5.96215,4,0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,10.41368333,1.0,11.79953333,1.0,1,1.0,0.0,48754.0,1911.921569,86.0,3.37254902,57.0,2.235294118,54420.0,1468.0784310000001,44585.0,0.1651086561,86.0,23.0,34.35294118,17416.0,15023.0,2393.0,30126.0,22451.0,7675.0,19043.0,17836.0,1207.0,332.0,292.0,40.0,529.0,450.0,79.0
180,LCK,29.43333333,1,18,5,45,0,0.6115515289,0.1698754247,0.7814269536,0,11.04018333,1,2,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,11.8614,1.0,12.61316667,1.0,1,1.0,0.0,51663.0,1755.2548129999998,86.0,2.921857305,42.0,1.426953567,55754.0,1235.4292189999999,49033.0,0.09652489017000002,99.0,21.0,29.79614949,14922.0,15198.0,-276.0,24811.0,23258.0,1553.0,18511.0,18645.0,-134.0,313.0,302.0,11.0,477.0,489.0,-12.0
181,LCK,29.43333333,0,5,18,11,1,0.1698754247,0.6115515289,0.7814269536,1,11.04018333,2,1,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.8614,0.0,12.61316667,0.0,0,0.0,1.0,50864.0,1728.10872,87.0,2.95583239,33.0,1.121177803,46352.0,915.99547,44518.0,-0.09652489017000002,112.0,12.0,29.76217441,15198.0,14922.0,276.0,23258.0,24811.0,-1553.0,18645.0,18511.0,134.0,302.0,313.0,-11.0,489.0,477.0,12.0
182,LCK,33.95,0,3,7,11,1,0.08836524300000001,0.206185567,0.29455081,0,9.127133333,1,4,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.78323333,1.0,16.72846667,0.0,0,0.0,1.0,40240.0,1185.272459,123.0,3.6229749630000003,59.0,1.737849779,53983.0,937.4845360999999,53325.0,-0.06807477718999999,142.0,11.0,34.96318115,14902.0,14283.0,619.0,22911.0,22684.0,227.0,19110.0,18756.0,354.0,345.0,306.0,39.0,540.0,526.0,14.0
