,league,gamelength,result,k,d,a,fb,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardkills,wcpm,totalgold,earnedgpm,goldspent,gspd,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15
30,WC,24.6,1,13,5,35,1,0.5284552846,0.162601626,0.6910569106000001,1,6.51185,2,1,2,1,0,2,0,0,0,0,0,15.65553333,1,15.86591667,1,1,0,45528,1850.7317070000001, , ,82,3.333333333,32,1.300813008,49510,1344.585366,44125,0.23749096760000002,100,8,35.44715447,15373,14489,884,23695,22320,1375,19005,18148,857,350,309,41,562,514
31,WC,24.6,0,4,13,12,0,0.162601626,0.5284552846,0.6910569106000001,0,6.51185,1,2,1,2,1,0,0,0,0,0,1,15.65553333,0,15.86591667,0,0,1,24162,982.1951220000001, , ,66,2.682926829,29,1.1788617890000002,37482,855.6422764,34758,-0.23749096760000002,91,0,31.78861789,14489,15373,-884,22320,23695,-1375,18148,19005,-857,309,350,-41,514,562
32,WC,38.93333333,0,17,20,17,1,0.43664383560000003,0.5136986300999999,0.9503424658,1,11.62265,2,2,2,2,0,0,0,2,0,0,0,10.7096,1,10.991,0,0,2,78965,2028.210616, , ,146,3.75,65,1.6695205480000002,68827,1120.422945,65295,-0.07794769145,140,32,32.02910959,14717,15627,-910,23213,24863,-1650,17310,17898,-588,290,276,14,471,457
33,WC,38.93333333,1,20,17,30,0,0.5136986300999999,0.43664383560000003,0.9503424658,0,11.62265,2,2,2,2,1,0,0,1,0,0,1,10.7096,0,10.991,1,2,0,94038,2415.359589, , ,146,3.75,52,1.335616438,76621,1320.611301,70591,0.07794769145,136,36,31.74657534,15627,14717,910,24863,23213,1650,17898,17310,588,276,290,-14,457,471
34,WC,28.38333333,0,1,15,2,0,0.03523194363,0.5284791543999999,0.5637110981,1,5.939133332999999,1,3,1,3,0,0,1,0,0,0,1,10.83253333,0,13.02235,0,0,1,28880,1017.4985320000001, , ,84,2.959483265,38,1.338813858,42156,824.6881973,40268,-0.1585036813,123,0,32.30769231,14569,16889,-2320,22184,25589,-3405,17210,18655,-1445,302,283,19,479,445
35,WC,28.38333333,1,15,2,34,1,0.5284791543999999,0.03523194363,0.5637110981,0,5.939133332999999,3,1,3,1,1,0,0,2,0,0,0,10.83253333,1,13.02235,1,1,0,42656,1502.853787, , ,100,3.523194363,30,1.056958309,52628,1193.637111,47200,0.1585036813,98,19,31.07457428,16889,14569,2320,25589,22184,3405,18655,17210,1445,283,302,-19,445,479
36,WC,31.03333333,1,27,11,53,1,0.8700322234000001,0.3544575725,1.2244897959999999,1,9.362216667,4,0,4,0,1,1,2,0,0,0,1,11.11491667,1,12.42038333,1,1,1,67714,2181.976369, , ,119,3.834586466,41,1.321160043,64404,1418.9129970000001,59463,0.2142657655,106,45,32.83566058,16981,14390,2591,27707,22339,5368,19134,17982,1152,336,313,23,523,501
37,WC,31.03333333,0,11,27,20,0,0.3544575725,0.8700322234000001,1.2244897959999999,0,9.362216667,0,4,0,4,0,0,0,0,0,0,0,11.11491667,0,12.42038333,0,1,1,44275,1426.691729, , ,100,3.222341568,37,1.19226638,52152,1024.111708,47955,-0.2142657655,100,0,29.77443609,14390,16981,-2591,22339,27707,-5368,17982,19134,-1152,313,336,-23,501,523
38,WC,30.61666667,1,15,8,34,0,0.4899292324,0.26129559059999996,0.7512248231,1,5.528516667000001,5,0,5,0,0,2,3,0,0,0,0,12.02011667,0,15.85115,1,1,0,59571,1945.7049539999998, , ,113,3.690800218,51,1.66575939,60747,1327.10724,54625,0.18096521440000002,127,41,34.7849755,15543,15470,73,25760,23050,2710,19013,18981,32,335,316,19,550,480
39,WC,30.61666667,0,8,15,21,1,0.26129559059999996,0.4899292324,0.7512248231,0,5.528516667000001,0,5,0,5,0,0,0,0,0,0,1,12.02011667,1,15.85115,0,0,1,40908,1336.1350029999999, , ,104,3.396842678,56,1.829069134,48496,926.9657050000001,45560,-0.18096521440000002,89,8,28.31790964,15470,15543,-73,23050,25760,-2710,18981,19013,-32,316,335,-19,480,550
40,WC,39.41666667,1,13,10,32,0,0.3298097252,0.2536997886,0.5835095136999999,1,5.611000000000001,3,3,3,3,1,0,0,2,0,0,0,18.82431667,0,15.90186667,0,1,0,87234,2213.1247359999998, , ,132,3.3488372089999996,62,1.5729386890000001,71722,1172.625793,66030,0.03419593346,154,13,32.34672304,15646,14940,706,23871,22989,882,19293,19218,75,333,341,-8,521,532
41,WC,39.41666667,0,10,13,23,1,0.2536997886,0.3298097252,0.5835095136999999,0,5.611000000000001,3,3,3,3,0,3,0,0,0,0,1,18.82431667,1,15.90186667,1,0,1,57415,1456.617336, , ,130,3.298097252,51,1.293868922,64623,992.5243129,63810,-0.03419593346,141,16,32.879492600000006,14940,15646,-706,22989,23871,-882,19218,19293,-75,341,333,8,532,521
42,WC,28.2,0,6,17,14,1,0.21276595739999998,0.6028368794,0.8156028369,0,10.2265,0,3,0,3,0,0,0,0,0,0,1,10.93995,0,10.74931667,0,0,1,23313,826.7021277000001, , ,109,3.865248227,41,1.453900709,45389,948.6737588999999,43383,-0.07310844123,98,12,30.992907799999998,16822,14568,2254,26516,26328,188,18595,17394,1201,292,307,-15,454,483
43,WC,28.2,1,17,7,43,0,0.6028368794,0.21276595739999998,0.8156028369,1,10.2265,3,0,3,0,0,0,0,3,0,0,0,10.93995,1,10.74931667,1,1,0,49514,1755.815603, , ,95,3.368794326,51,1.8085106380000002,57615,1382.219858,46675,0.07310844123,110,35,34.25531915,14568,16822,-2254,26328,26516,-188,17394,18595,-1201,307,292,15,483,454
44,WC,34.15,1,17,9,35,1,0.4978038067,0.2635431918,0.7613469985,1,13.40563333,2,1,2,1,0,1,0,1,0,0,0,11.47113333,0,12.60463333,0,1,0,59444,1740.6734989999998, , ,122,3.5724743780000003,56,1.639824305,63179,1197.692533,58475,0.06277394149,130,8,29.83894583,15804,16212,-408,25550,25121,429,17523,17755,-232,265,284,-19,442,467
45,WC,34.15,0,9,17,19,0,0.2635431918,0.4978038067,0.7613469985,0,13.40563333,1,2,1,2,0,1,0,0,0,0,1,11.47113333,1,12.60463333,1,0,1,61569,1802.898975, , ,121,3.5431918010000003,48,1.40556369,58041,1047.2386529999999,54916,-0.06277394149,146,16,30.74670571,16212,15804,408,25121,25550,-429,17755,17523,232,284,265,19,467,442
46,WC,40.56666667,0,12,18,23,0,0.2958093673,0.44371405090000005,0.7395234181999999,1,9.679816667,2,4,2,3,0,0,1,1,0,1,0,11.16253333,0,18.18696667,0,0,2,69267,1707.48562, , ,177,4.363188168,63,1.552999178,70041,1080.596549,67908,-0.09612190112999999,172,6,33.64831553,14535,15083,-548,21983,23158,-1175,18231,18375,-144,315,320,-5,502,516
47,WC,40.56666667,1,18,12,34,1,0.44371405090000005,0.2958093673,0.7395234181999999,0,9.679816667,4,2,3,2,0,1,2,0,1,0,1,11.16253333,1,18.18696667,1,2,0,77940,1921.281841, , ,152,3.7469186519999997,69,1.7009038619999999,79506,1313.9161869999998,74765,0.09612190112999999,156,20,32.51437962,15083,14535,548,23158,21983,1175,18375,18231,144,320,315,5,516,502
48,WC,30.36666667,0,2,13,4,0,0.06586169045,0.4281009879,0.4939626784,0,9.142766667,0,4,0,4,0,0,0,0,0,0,1,13.80278333,0,14.38415,0,0,2,32969,1085.697036, , ,96,3.161361142,39,1.284302964,48511,940.1295279999999,47983,-0.1507837866,116,1,33.35894621,14670,16683,-2013,22781,26558,-3777,18615,19739,-1124,315,316,-1,503,536
49,WC,30.36666667,1,13,2,28,1,0.4281009879,0.06586169045,0.4939626784,1,9.142766667,4,0,4,0,2,1,0,1,0,0,0,13.80278333,1,14.38415,1,2,0,42550,1401.207464, , ,94,3.0954994510000002,30,0.9879253568,62763,1409.459934,55808,0.1507837866,123,34,35.66410538,16683,14670,2013,26558,22781,3777,19739,18615,1124,316,315,1,536,503
50,WC,27.9,1,15,5,34,1,0.5376344086,0.1792114695,0.7168458781,1,7.654,3,0,3,0,0,2,1,0,0,0,1,11.0528,1,12.38068333,1,1,0,52491,1881.3978489999997, , ,85,3.046594982,32,1.146953405,54308,1285.132616,45941,0.1844420142,87,24,30.78853047,16081,14864,1217,25228,21931,3297,18111,18558,-447,301,272,29,469,438
51,WC,27.9,0,5,15,4,0,0.1792114695,0.5376344086,0.7168458781,0,7.654,0,3,0,3,0,0,0,0,0,0,0,11.0528,0,12.38068333,0,0,1,37292,1336.630824, , ,94,3.3691756269999997,28,1.003584229,40505,790.4014337,38183,-0.1844420142,99,9,27.84946237,14864,16081,-1217,21931,25228,-3297,18558,18111,447,272,301,-29,438,469
52,WC,26.21666667,1,11,3,21,0,0.41958041960000003,0.11443102349999999,0.5340114431,0,8.47075,3,1,3,1,1,0,2,0,0,0,1,11.09278333,1,12.3805,1,1,0,24159,921.5130323999999, , ,95,3.623649078,39,1.487603306,49434,1221.032422,45285,0.1766925425,103,11,33.60457724,15502,15674,-172,25323,22371,2952,17836,17742,94,313,283,30,478,429
53,WC,26.21666667,0,3,11,5,1,0.11443102349999999,0.41958041960000003,0.5340114431,1,8.47075,1,3,1,3,1,0,0,0,0,0,0,11.09278333,0,12.3805,0,0,1,19816,755.855054, , ,81,3.089637635,24,0.9154481882,39778,852.7171011,37933,-0.1766925425,117,4,29.90464081,15674,15502,172,22371,25323,-2952,17742,17836,-94,283,313,-30,429,478
54,WC,41.66666667,1,16,25,43,1,0.384,0.6,0.9840000000000001,0,9.424483333,2,4,1,4,0,0,1,0,1,0,1,10.47355,1,7.9793,1,2,0,79692,1912.608, , ,146,3.5039999999999996,76,1.824,75625,1169.928,72138,-0.027844415739999996,148,14,25.944000000000003,18775,15391,3384,30212,26467,3745,17754,16331,1423,311,290,21,447,440
55,WC,41.66666667,0,25,16,58,0,0.6,0.384,0.9840000000000001,1,9.424483333,4,2,4,1,3,0,0,1,0,1,0,10.47355,0,7.9793,0,0,2,99274,2382.576, , ,177,4.248,63,1.5119999999999998,78429,1237.224,74175,0.027844415739999996,166,21,28.872,15391,18775,-3384,26467,30212,-3745,16331,17754,-1423,290,311,-21,440,447
56,WC,33.1,1,14,14,39,0,0.4229607251,0.4229607251,0.8459214502,1,13.66228333,3,1,3,1,0,0,2,1,0,0,1,10.6608,1,10.56373333,1,2,0,60849,1838.338369, , ,128,3.867069486,61,1.8429003019999999,66930,1368.422961,63520,0.1473968898,126,55,33.3836858,15700,15194,506,26516,23468,3048,19506,18423,1083,317,306,11,492,462
57,WC,33.1,0,14,15,29,1,0.4229607251,0.4229607251,0.8459214502,0,13.66228333,1,3,1,3,0,0,1,0,0,0,0,10.6608,0,10.56373333,0,0,2,45054,1361.148036, , ,116,3.504531722,40,1.208459215,56634,1057.365559,54800,-0.1473968898,117,16,31.5407855,15194,15700,-506,23468,26516,-3048,18423,19506,-1083,306,317,-11,462,492
58,WC,22.71666667,0,2,13,4,0,0.08804108583999999,0.572267058,0.6603081438,0,8.641766667,0,3,0,3,0,0,0,0,0,0,0,10.8902,0,11.36468333,0,0,1,22350,983.8591343, , ,68,2.993396919,24,1.05649303,32240,746.5619956,31785,-0.27805241420000004,72,8,28.96551724,15119,17688,-2569,22294,30446,-8152,18570,19800,-1230,283,332,-49,451,517
59,WC,22.71666667,1,13,2,21,1,0.572267058,0.08804108583999999,0.6603081438,1,8.641766667,3,0,3,0,1,0,1,1,0,0,1,10.8902,1,11.36468333,1,1,0,41933,1845.913426, , ,75,3.3015407189999997,34,1.496698459,49601,1510.802641,42050,0.27805241420000004,77,36,35.87674248,17688,15119,2569,30446,22294,8152,19800,18570,1230,332,283,49,517,451
60,WC,29.98333333,1,13,6,26,1,0.4335742079,0.2001111729,0.6336853808,0,5.667133333,2,2,2,2,0,1,1,0,0,0,1,10.72048333,1,14.79296667,1,1,0,49784,1660.389105, , ,136,4.535853252,45,1.5008337969999999,57219,1250.401334,50610,0.1728024042,121,29,35.28627015,16551,15387,1164,26237,22762,3475,18089,17414,675,337,284,53,502,447
61,WC,29.98333333,0,6,13,9,0,0.2001111729,0.4335742079,0.6336853808,1,5.667133333,2,2,2,2,2,0,0,0,0,0,0,10.72048333,0,14.79296667,0,0,1,24257,809.0161201000001, , ,90,3.001667593,55,1.8343524180000002,46447,891.135075,42560,-0.1728024042,112,0,30.58365759,15387,16551,-1164,22762,26237,-3475,17414,18089,-675,284,337,-53,447,502
62,WC,27.63333333,1,21,9,50,0,0.7599517491,0.3256936068,1.085645356,1,9.561416667,3,0,3,0,0,0,0,3,0,0,1,10.64003333,1,13.64006667,1,1,0,56432,2042.171291, , ,84,3.0398069960000003,46,1.664656212,57394,1415.117008,50805,0.14111870869999998,86,37,34.66827503,16643,15606,1037,27166,22575,4591,19029,18006,1023,337,291,46,528,456
63,WC,27.63333333,0,9,21,12,1,0.3256936068,0.7599517491,1.085645356,0,9.561416667,0,3,0,3,0,0,0,0,0,0,0,10.64003333,0,13.64006667,0,0,1,42769,1547.732207, , ,100,3.618817853,29,1.049457177,44561,950.7141134,44108,-0.14111870869999998,89,5,29.52955368,15606,16643,-1037,22575,27166,-4591,18006,19029,-1023,291,337,-46,456,528
64,WC,36.98333333,1,19,7,36,1,0.5137449301,0.1892744479,0.7030193781,1,7.84475,6,0,6,0,2,3,1,0,0,0,1,10.74095,1,11.53405,1,2,0,65486,1770.6895, , ,156,4.218116268999999,67,1.811626859,74983,1378.22082,64275,0.09834727607,124,85,33.58269491,16759,14831,1928,27891,22434,5457,18795,17181,1614,321,304,17,489,456
65,WC,36.98333333,0,7,19,21,0,0.1892744479,0.5137449301,0.7030193781,0,7.84475,0,6,0,6,0,0,0,0,0,0,0,10.74095,0,11.53405,0,0,2,47542,1285.4979720000001, , ,132,3.569175304,61,1.6493916180000001,60005,973.2275800000001,58250,-0.09834727607,85,4,30.82469581,14831,16759,-1928,22434,27891,-5457,17181,18795,-1614,304,321,-17,456,489
66,WC,27.93333333,1,11,4,23,0,0.3937947494,0.1431980907,0.5369928400999999,1,6.155966667,4,0,4,0,0,1,2,1,0,0,1,10.42716667,1,10.8224,1,1,0,43836,1569.307876, , ,79,2.8281622910000004,36,1.2887828159999999,59071,1453.381862,52538,0.23820732109999998,118,36,35.69212411,16587,15352,1235,27832,23173,4659,18459,18669,-210,301,293,8,497,476
67,WC,27.93333333,0,4,11,6,1,0.1431980907,0.3937947494,0.5369928400999999,0,6.155966667,0,4,0,4,0,0,0,0,0,0,0,10.42716667,0,10.8224,0,0,1,37248,1333.4606210000002, , ,79,2.8281622910000004,28,1.002386635,42685,866.7708831,41355,-0.23820732109999998,106,11,30.46539379,15352,16587,-1235,23173,27832,-4659,18669,18459,210,293,301,-8,476,497
68,WC,33.01666667,1,14,5,17,1,0.4240282686,0.1514386673,0.5754669359000001,1,9.5024,5,0,5,0,3,0,2,0,0,0,1,11.1882,1,15.23996667,1,1,0,47350,1434.12418, , ,118,3.573952549,60,1.8172640080000002,65160,1319.812216,57675,0.1209112472,122,33,36.43614336,15260,16162,-902,25219,23848,1371,18140,18451,-311,316,296,20,504,461
69,WC,33.01666667,0,5,14,11,0,0.1514386673,0.4240282686,0.5754669359000001,0,9.5024,0,5,0,5,0,0,0,0,0,0,0,11.1882,0,15.23996667,0,0,1,46054,1394.871277, , ,112,3.392226148,48,1.453811206,54871,1008.181726,51099,-0.1209112472,120,7,31.68096921,16162,15260,902,23848,25219,-1371,18451,18140,311,296,316,-20,461,504
70,WC,40.35,1,13,12,42,0,0.322180917,0.2973977695,0.6195786865,1,5.859233333,5,2,4,2,1,0,1,2,1,0,1,12.32348333,1,13.14281667,1,2,0,90498,2242.825279, , ,136,3.370508055,48,1.189591078,76915,1260.04461,68663,0.01017338671,173,26,30.68153656,15765,15861,-96,24783,25561,-778,18527,20059,-1532,316,353,-37,468,560
71,WC,40.35,0,12,13,34,1,0.2973977695,0.322180917,0.6195786865,0,5.859233333,2,5,2,4,0,0,1,1,0,1,0,12.32348333,0,13.14281667,0,0,2,70019,1735.2912019999999, , ,131,3.2465923169999997,50,1.239157373,69738,1082.17596,67968,-0.01017338671,177,33,32.76332094,15861,15765,96,25561,24783,778,20059,18527,1532,353,316,37,560,468
72,WC,36.7,0,7,6,14,0,0.1907356948,0.1634877384,0.3542234332,0,8.573483332999999,3,3,2,3,1,0,0,1,1,0,0,10.98078333,0,12.3797,0,0,1,44118,1202.125341, , ,127,3.460490463,52,1.4168937330000002,63029,1067.86376,60311,-0.05190736135,152,16,32.04359673,14642,16465,-1823,23346,26606,-3260,18547,19139,-592,302,338,-36,479,523
73,WC,36.7,1,6,7,12,1,0.1634877384,0.1907356948,0.3542234332,1,8.573483332999999,3,3,3,2,0,0,1,2,0,1,1,10.98078333,1,12.3797,1,1,0,38815,1057.629428, , ,115,3.1335149860000002,64,1.74386921,68114,1206.419619,63525,0.05190736135,135,44,36.73024523,16465,14642,1823,26606,23346,3260,19139,18547,592,338,302,36,523,479
74,WC,45.53333333,1,22,26,54,0,0.48316251829999995,0.5710102489,1.054172767,0,8.21435,3,4,1,4,0,0,1,0,2,0,1,10.8446,1,12.58298333,0,2,2,133258,2926.6032210000003, , ,169,3.711566618,72,1.581259151,87567,1280.877013,83733,0.0023914005239999998,154,46,27.43045388,14949,17963,-3014,25129,26688,-1559,18541,20505,-1964,288,329,-41,439,503
75,WC,45.53333333,0,26,22,45,1,0.5710102489,0.48316251829999995,1.054172767,1,8.21435,4,3,4,1,2,1,1,0,0,2,0,10.8446,0,12.58298333,1,2,2,93993,2064.2679359999997, , ,164,3.601756955,77,1.691068814,86035,1247.231332,83533,-0.0023914005239999998,146,28,30.50512445,17963,14949,3014,26688,25129,1559,20505,18541,1964,329,288,41,503,439
76,WC,31.56666667,1,25,10,42,0,0.7919746568000001,0.3167898627,1.10876452,0,8.9305,2,2,2,2,0,1,0,1,0,0,1,11.11666667,1,15.99951667,1,2,0,80625,2554.118268, , ,112,3.548046463,44,1.3938753959999999,64640,1392.0760300000002,57475,0.1434298607,103,24,32.43928194,16356,15237,1119,24993,23581,1412,18805,18015,790,341,277,64,522,446
77,WC,31.56666667,0,10,25,25,1,0.3167898627,0.7919746568000001,1.10876452,1,8.9305,2,2,2,2,0,1,1,0,0,0,0,11.11666667,0,15.99951667,0,0,2,45393,1438.004224, , ,91,2.8827877510000004,49,1.5522703269999998,50882,956.2365364,49783,-0.1434298607,100,8,28.89123548,15237,16356,-1119,23581,24993,-1412,18015,18805,-790,277,341,-64,446,522
78,WC,30.5,1,18,11,27,1,0.5901639343999999,0.36065573770000003,0.9508196721,1,6.744783332999999,4,0,4,0,0,0,1,3,0,0,1,12.68005,1,11.60658333,1,1,0,57267,1877.606557, , ,110,3.6065573769999997,44,1.442622951,61585,1362.0,52625,0.119134628,72,65,32.62295082,16933,13642,3291,28418,22180,6238,18195,15849,2346,304,235,69,483,381
79,WC,30.5,0,11,18,20,0,0.36065573770000003,0.5901639343999999,0.9508196721,0,6.744783332999999,0,4,0,4,0,0,0,0,0,0,0,12.68005,0,11.60658333,0,0,1,47009,1541.278689, , ,105,3.442622951,50,1.6393442619999998,49062,951.4098361,46708,-0.119134628,79,16,27.31147541,13642,16933,-3291,22180,28418,-6238,15849,18195,-2346,235,304,-69,381,483
80,WC,42.16666667,1,25,12,38,1,0.5928853755,0.2845849802,0.8774703557,0,7.69545,5,1,4,1,1,3,0,0,1,0,1,11.777999999999999,1,11.96683333,1,1,2,125785,2983.043478, , ,154,3.652173913,83,1.9683794469999998,81198,1280.964427,80080,0.1595092025,155,65,29.88142292,16130,14666,1464,27377,23849,3528,19452,17481,1971,308,300,8,499,444
81,WC,42.16666667,0,12,25,25,0,0.2845849802,0.5928853755,0.8774703557,1,7.69545,1,5,1,4,0,0,1,0,0,1,0,11.777999999999999,0,11.96683333,0,2,1,68470,1623.794466, , ,154,3.652173913,57,1.351778656,72416,1072.6956519999999,68250,-0.1595092025,149,10,29.691699600000003,14666,16130,-1464,23849,27377,-3528,17481,19452,-1971,300,308,-8,444,499
82,WC,37.85,1,20,9,30,0,0.5284015852,0.23778071329999997,0.7661822985,0,7.7546166670000005,4,2,3,2,0,0,1,2,1,0,0,12.59618333,0,13.04188333,0,1,1,65075,1719.2866579999998, , ,156,4.121532365,69,1.822985469,72153,1257.88111,64760,0.02826606115,148,53,33.89696169,15384,15859,-475,25850,26103,-253,18372,18040,332,320,308,12,516,493
83,WC,37.85,0,9,20,16,1,0.23778071329999997,0.5284015852,0.7661822985,1,7.7546166670000005,2,4,2,3,1,0,0,1,0,1,1,12.59618333,1,13.04188333,1,1,1,61715,1630.515192, , ,127,3.355350066,65,1.7173051519999998,64669,1060.1532359999999,62955,-0.02826606115,123,16,30.11889036,15859,15384,475,26103,25850,253,18040,18372,-332,308,320,-12,493,516
84,WC,35.71666667,0,9,21,25,0,0.2519832011,0.5879608025999999,0.8399440037,0,12.01781667,0,4,0,4,0,0,0,0,0,0,0,15.00511667,0,15.59573333,0,0,1,72037,2016.9015399999998, , ,137,3.8357442839999996,45,1.2599160059999999,63447,1125.8161460000001,62033,-0.08152283165,144,4,32.92580495,15404,15373,31,24569,25247,-678,17769,18050,-281,327,312,15,535,539
85,WC,35.71666667,1,21,9,56,1,0.5879608025999999,0.2519832011,0.8399440037,1,12.01781667,4,0,4,0,0,2,1,1,0,0,1,15.00511667,1,15.59573333,1,1,0,76495,2141.717219, , ,124,3.4717685489999996,60,1.679888007,71551,1352.713019,67305,0.08152283165,142,15,34.26971535,15373,15404,-31,25247,24569,678,18050,17769,281,312,327,-15,539,535
86,WC,31.38333333,1,12,5,31,0,0.3823685608,0.15932023369999998,0.5416887945000001,0,9.786166667,2,2,2,2,0,0,0,2,0,0,0,11.18468333,1,12.92896667,1,1,0,42088,1341.093999, , ,117,3.728093468,65,2.071163038,61840,1314.5639939999999,56830,0.2296111029,155,24,33.616569299999995,15968,15208,760,25935,24511,1424,19479,18692,787,321,318,3,483,491
87,WC,31.38333333,0,5,12,10,1,0.15932023369999998,0.3823685608,0.5416887945000001,1,9.786166667,2,2,2,2,0,0,1,1,0,0,1,11.18468333,0,12.92896667,0,0,1,43955,1400.584174, , ,121,3.855549655,53,1.6887944769999998,47780,866.5554965,45125,-0.2296111029,123,8,29.82474774,15208,15968,-760,24511,25935,-1424,18692,19479,-787,318,321,-3,491,483
88,WC,29.66666667,1,10,4,25,0,0.3370786517,0.13483146070000002,0.4719101124,0,9.1414,3,1,3,1,2,1,0,0,0,0,0,11.48568333,0,16.88565,1,0,0,57595,1941.404494, , ,108,3.640449438,65,2.191011236,52695,1117.786517,45091,-0.04060792387,134,11,34.78651685,15276,16085,-809,23776,24355,-579,18548,19816,-1268,343,337,6,558,541
89,WC,29.66666667,0,4,10,5,1,0.13483146070000002,0.3370786517,0.4719101124,1,9.1414,1,3,1,3,0,0,1,0,0,0,1,11.48568333,1,16.88565,0,0,0,29466,993.2359551000001, , ,113,3.808988764,43,1.4494382019999998,47069,928.1460674000001,46960,0.04060792387,113,5,31.85393258,16085,15276,809,24355,23776,579,19816,18548,1268,337,343,-6,541,558
90,WC,31.08333333,0,9,15,23,0,0.2895442359,0.48257372649999997,0.7721179625,0,6.867683333,1,3,1,3,0,0,1,0,0,0,1,14.72883333,1,15.65033333,1,0,1,39361,1266.30563, , ,133,4.278820375,48,1.544235925,51275,993.2654154999999,50545,0.007845473956,135,15,32.13941019,14850,15334,-484,23545,23599,-54,18182,18870,-688,322,325,-3,491,481
91,WC,31.08333333,1,15,9,40,1,0.48257372649999997,0.2895442359,0.7721179625,1,6.867683333,3,1,3,1,2,0,1,0,0,0,0,14.72883333,0,15.65033333,0,1,0,62371,2006.573727, , ,115,3.699731903,63,2.0268096509999998,57430,1191.281501,50150,-0.007845473956,99,0,31.81769437,15334,14850,484,23599,23545,54,18870,18182,688,325,322,3,481,491
92,WC,36.65,1,18,12,44,0,0.49113233289999997,0.3001364256,0.7912687584999999,0,8.911983333,1,4,1,4,0,0,0,1,0,0,1,11.67153333,0,16.04145,1,2,0,79949,2181.418827, , ,162,4.4201909960000005,61,1.664392906,68722,1225.489768,65065,0.05804206864,163,17,32.41473397,14587,14909,-322,23288,23775,-487,17831,17924,-93,322,317,5,521,522
93,WC,36.65,0,11,18,25,1,0.3001364256,0.49113233289999997,0.7912687584999999,1,8.911983333,4,1,4,1,3,0,0,1,0,0,0,11.67153333,1,16.04145,0,0,2,60600,1653.478854, , ,145,3.9563437930000003,72,1.964529332,61252,1021.66985,61395,-0.05804206864,141,8,33.09686221,14909,14587,322,23775,23288,487,17924,17831,93,317,322,-5,522,521
94,WC,30.46666667,0,3,9,4,0,0.09846827133,0.29540481399999996,0.39387308530000004,1,6.624,1,3,1,3,0,1,0,0,0,0,0,14.50776667,0,17.44101667,0,0,1,26147,858.2166302, , ,102,3.347921225,46,1.5098468269999998,50643,1005.0131289999999,46625,-0.05528618053999999,123,23,36.10503282,14801,15536,-735,22985,23271,-286,18684,19018,-334,324,320,4,535,503
95,WC,30.46666667,1,9,3,11,1,0.29540481399999996,0.09846827133,0.39387308530000004,0,6.624,3,1,3,1,1,0,2,0,0,0,1,14.50776667,1,17.44101667,1,1,0,39381,1292.592998, , ,120,3.938730853,45,1.47702407,56893,1210.1553609999999,49276,0.05528618053999999,96,8,35.44857768,15536,14801,735,23271,22985,286,19018,18684,334,320,324,-4,503,535
96,WC,42.73333333,1,18,23,45,0,0.4212168487,0.5382215289,0.9594383775,0,7.182016667,4,3,4,2,1,0,2,1,0,1,1,14.08528333,0,12.92113333,1,2,1,82138,1922.106084, , ,211,4.937597504,67,1.567862715,82715,1291.361934,79333,-0.01049510041,173,29,32.66770671,16492,16332,160,25876,26356,-480,18175,18539,-364,295,290,5,465,492
97,WC,42.73333333,0,23,18,48,1,0.5382215289,0.4212168487,0.9594383775,1,7.182016667,3,4,2,4,2,0,0,0,1,0,0,14.08528333,1,12.92113333,0,1,2,85293,1995.9360370000002, , ,173,4.048361934,92,2.152886115,82659,1290.051482,80170,0.01049510041,175,18,30.70202808,16332,16492,-160,26356,25876,480,18539,18175,364,290,295,-5,492,465
98,WC,39.06666667,1,23,12,53,1,0.5887372014,0.3071672355,0.8959044369,1,7.388816667,2,4,1,4,0,1,0,0,1,0,0,11.78786667,0,13.79025,0,0,0,94798,2426.569966, , ,140,3.583617747,84,2.150170648,74973,1271.831058,64445,-0.009728227301,150,16,31.02389078,15002,16514,-1512,23407,26371,-2964,16075,17675,-1600,251,303,-52,443,452
99,WC,39.06666667,0,12,23,30,0,0.3071672355,0.5887372014,0.8959044369,0,7.388816667,4,2,4,1,0,2,2,0,0,1,1,11.78786667,1,13.79025,1,0,0,103307,2644.377133, , ,179,4.581911263,82,2.098976109,65751,1035.773038,65075,0.009728227301,163,3,29.33447099,16514,15002,1512,26371,23407,2964,17675,16075,1600,303,251,52,452,443
100,WC,33.78333333,0,11,17,19,1,0.3256043414,0.5032067094,0.8288110508,0,9.835183333,2,3,2,3,0,1,0,1,0,0,1,14.13,0,14.4515,1,0,1,50682,1500.207203, , ,107,3.16724223,46,1.361618155,58772,1086.8850519999999,57583,-0.05517043392000001,128,13,30.60680809,16277,15862,415,25747,24931,816,19278,19089,189,279,325,-46,439,490
