,league,gamelength,result,k,d,a,fb,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardkills,wcpm,totalgold,earnedgpm,goldspent,gspd,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15
101,WC,33.78333333,1,17,11,30,0,0.5032067094,0.3256043414,0.8288110508,1,9.835183333,3,2,3,2,1,0,0,2,0,0,0,14.13,1,14.4515,0,1,0,65707,1944.9531329999998, , ,108,3.196842625,53,1.5688209180000001,65229,1278.0148,60850,0.05517043392000001,160,23,33.38924519,15862,16277,-415,24931,25747,-816,19089,19278,-189,325,279,46,490,439
102,WC,27.6,0,6,9,12,1,0.2173913043,0.32608695649999997,0.5434782609000001,0,6.5357,1,3,1,3,0,1,0,0,0,0,0,15.53571667,1,15.55446667,0,0,1,30428,1102.463768, , ,101,3.65942029,36,1.3043478259999999,42102,863.5072464,40335,-0.11778156279999999,102,4,28.55072464,14538,15683,-1145,22332,25464,-3132,17817,19194,-1377,296,362,-66,422,535
103,WC,27.6,1,9,6,24,0,0.32608695649999997,0.2173913043,0.5434782609000001,1,6.5357,3,1,3,1,0,1,1,1,0,0,1,15.53571667,0,15.55446667,1,1,0,29396,1065.072464, , ,85,3.079710145,41,1.4855072459999998,51746,1212.927536,45383,0.11778156279999999,121,32,35.0,15683,14538,1145,25464,22332,3132,19194,17817,1377,362,296,66,535,422
104,WC,29.8,0,7,16,10,0,0.2348993289,0.5369127517,0.7718120804999999,0,8.543183333,1,3,1,3,0,0,1,0,0,0,1,10.8748,0,10.9327,0,0,1,33261,1116.14094, , ,113,3.7919463089999996,44,1.476510067,48848,980.9530200999999,49763,-0.06676184649,95,19,34.19463087,15244,15953,-709,24629,25443,-814,17970,18333,-363,319,313,6,539,511
105,WC,29.8,1,16,7,28,1,0.5369127517,0.2348993289,0.7718120804999999,1,8.543183333,3,1,3,1,0,0,2,1,0,0,0,10.8748,1,10.9327,1,1,0,55461,1861.1073829999998, , ,127,4.261744966,56,1.8791946309999998,59691,1344.812081,53200,0.06676184649,108,44,34.83221477,15953,15244,709,25443,24629,814,18333,17970,363,313,319,-6,511,539
106,WC,47.03333333,1,18,19,41,1,0.38270729979999996,0.4039688164,0.7866761162,1,10.42956667,4,2,3,2,2,0,1,0,1,0,1,12.00465,1,12.44355,1,2,0,144556,3073.479802, , ,183,3.890857548,98,2.083628632,89096,1253.017718,79663,0.019238568390000002,160,51,32.14741318,16420,15297,1123,26294,23485,2809,19483,19497,-14,345,323,22,541,520
107,WC,47.03333333,0,19,18,37,0,0.4039688164,0.38270729979999996,0.7866761162,0,10.42956667,2,4,2,3,0,1,1,0,0,1,0,12.00465,0,12.44355,0,0,2,135335,2877.4273559999997, , ,171,3.6357193480000003,70,1.4883061659999999,80402,1068.170092,78145,-0.019238568390000002,167,9,30.6378455,15297,16420,-1123,23485,26294,-2809,19497,19483,14,323,345,-22,520,541
108,WC,38.23333333,0,13,22,25,0,0.3400174368,0.5754141238,0.9154315606,1,8.149883333,3,3,3,2,0,2,1,0,0,1,1,19.75108333,1,14.88273333,1,0,2,80671,2109.965126, , ,162,4.237140366,77,2.013949433,66939,1102.760244,64358,-0.03850872047,151,29,32.92938099,15978,17053,-1075,25139,25085,54,17857,19816,-1959,334,320,14,551,506
109,WC,38.23333333,1,22,13,51,1,0.5754141238,0.3400174368,0.9154315606,0,8.149883333,3,3,2,3,0,0,2,0,1,0,0,19.75108333,0,14.88273333,0,2,0,80449,2104.158675, , ,154,4.027898867,74,1.935483871,75257,1320.319093,66885,0.03850872047,132,36,31.54315606,17053,15978,1075,25085,25139,-54,19816,17857,1959,320,334,-14,506,551
110,WC,42.03333333,0,22,19,55,0,0.5233941315999999,0.45202220460000003,0.9754163362,0,11.02633333,2,4,2,3,1,0,1,0,0,1,1,13.14396667,0,14.54578333,1,1,1,103931,2472.58525, , ,172,4.091990484,63,1.498810468,74734,1133.18636,74030,0.1417618979,176,13,28.62014274,15446,15806,-360,25163,25556,-393,18158,18607,-449,316,298,18,455,452
111,WC,42.03333333,1,19,22,44,1,0.45202220460000003,0.5233941315999999,0.9754163362,1,11.02633333,4,2,3,2,2,0,1,0,1,0,0,13.14396667,1,14.54578333,0,1,1,85749,2040.023791, , ,128,3.04520222,83,1.974623315,77171,1191.1641550000002,64230,-0.1417618979,151,5,29.42902458,15806,15446,360,25556,25163,393,18607,18158,449,298,316,-18,452,455
112,WC,34.88333333,1,18,11,32,1,0.5160057334,0.3153368371,0.8313425704999999,0,8.54085,2,3,2,3,0,0,1,1,0,0,0,10.96896667,0,9.29305,0,1,0,50635,1451.5527949999998, , ,156,4.472049688999999,63,1.806020067,68914,1324.053512,62375,0.08206420602,165,66,34.4577162,16183,17714,-1531,25950,26661,-711,17104,17675,-571,284,271,13,489,460
113,WC,34.88333333,0,11,18,31,0,0.3153368371,0.5160057334,0.8313425704999999,1,8.54085,3,2,3,2,0,1,1,1,0,0,1,10.96896667,1,9.29305,1,0,1,57747,1655.432394, , ,140,4.013377926,71,2.0353559480000003,59534,1055.157191,57458,-0.08206420602,94,9,29.12565695,17714,16183,1531,26661,25950,711,17675,17104,571,271,284,-13,460,489
114,WC,39.1,0,12,22,28,1,0.30690537079999997,0.5626598465,0.8695652173999999,0,9.657116667,1,3,1,3,1,0,0,0,0,0,1,11.4902,0,18.90025,1,0,0,86563,2213.887468, , ,175,4.475703325,51,1.3043478259999999,66131,1044.086957,66498,-0.027833591600000002,167,5,30.81841432,14926,14915,11,23912,24177,-265,17265,18331,-1066,286,322,-36,476,528
115,WC,39.1,1,22,12,43,0,0.5626598465,0.30690537079999997,0.8695652173999999,1,9.657116667,3,1,3,1,1,1,0,1,0,0,0,11.4902,1,18.90025,0,0,0,74401,1902.838875, , ,112,2.864450128,81,2.071611253,73805,1240.352941,68375,0.027833591600000002,182,19,35.37084399,14915,14926,-11,24177,23912,265,18331,17265,1066,322,286,36,528,476
116,WC,37.85,1,16,9,40,0,0.4227212682,0.23778071329999997,0.6605019815,0,8.282333333,3,2,3,2,1,1,0,1,0,0,0,10.395,0,16.315,1,1,0,101396,2678.890357, , ,155,4.095112285,87,2.298546896,74267,1313.7331570000001,66076,0.1206072082,165,22,37.85997358,16552,16571,-19,24605,24404,201,19230,18652,578,351,331,20,539,511
117,WC,37.85,0,9,16,23,1,0.23778071329999997,0.4227212682,0.6605019815,1,8.282333333,2,3,2,3,1,1,0,0,0,0,1,10.395,1,16.315,0,0,1,39685,1048.4808449999998, , ,151,3.9894319680000003,49,1.2945838840000001,62624,1006.124174,58560,-0.1206072082,144,4,33.65918098,16571,16552,19,24404,24605,-201,18652,19230,-578,331,351,-20,511,539
118,WC,24.61666667,1,26,13,54,1,1.05619499,0.5280974949,1.584292485,1,15.83346667,2,0,2,0,0,0,2,0,0,0,0,13.5002,1,13.99543333,0,1,0,68464,2781.2051460000002, , ,86,3.4935680430000002,34,1.381178064,53607,1509.69262,47050,0.2151600753,93,12,28.72037915,16071,15847,224,27391,25305,2086,17887,18999,-1112,277,273,4,447,411
119,WC,24.61666667,0,13,26,16,0,0.5280974949,1.05619499,1.584292485,0,15.83346667,0,2,0,2,0,0,0,0,0,0,1,13.5002,0,13.99543333,1,0,1,34048,1383.127962, , ,73,2.9654705480000003,19,0.7718348003,38971,915.1360867000001,37910,-0.2151600753,82,4,25.06431957,15847,16071,-224,25305,27391,-2086,18999,17887,1112,273,277,-4,411,447
120,WC,36.35,1,15,7,44,1,0.4126547455,0.1925722146,0.6052269601,0,7.7860000000000005,2,3,2,3,1,1,0,0,0,0,1,10.42641667,0,16.79145,1,1,0,66777,1837.0563960000002, , ,171,4.7042640989999995,75,2.063273728,69943,1274.244842,65750,0.1570637687,177,40,35.73590096,15649,15447,202,25181,23333,1848,18642,18311,331,325,295,30,507,464
121,WC,36.35,0,7,15,14,0,0.1925722146,0.4126547455,0.6052269601,1,7.7860000000000005,3,2,3,2,0,2,1,0,0,0,0,10.42641667,1,16.79145,0,0,1,54158,1489.903714, , ,134,3.686382393,82,2.2558459419999997,60352,1010.393398,56175,-0.1570637687,121,5,31.85694635,15447,15649,-202,23333,25181,-1848,18311,18642,-331,295,325,-30,464,507
122,WC,26.16666667,0,2,16,5,0,0.07643312102000001,0.6114649682,0.6878980892000001,0,7.650833333,0,4,0,4,0,0,0,0,0,0,0,11.36496667,0,14.36495,0,0,1,24723,944.8280255000001, , ,84,3.2101910830000002,44,1.6815286619999998,36814,742.2420382,36200,-0.25331724969999997,85,0,28.77707006,14885,16288,-1403,21757,27662,-5905,18027,19581,-1554,311,325,-14,453,515
123,WC,26.16666667,1,16,2,20,1,0.6114649682,0.07643312102000001,0.6878980892000001,1,7.650833333,4,0,4,0,3,0,0,1,0,0,1,11.36496667,1,14.36495,1,1,0,41221,1575.324841, , ,105,4.012738854,32,1.2229299359999999,53848,1393.2229300000001,46700,0.25331724969999997,108,40,36.53503185,16288,14885,1403,27662,21757,5905,19581,18027,1554,325,311,14,515,453
124,WC,44.68333333,0,5,16,12,0,0.1118985453,0.358075345,0.46997389030000003,0,8.175916667000001,0,6,0,5,0,0,0,0,0,1,1,13.95253333,1,14.39645,1,0,3,62376,1395.956733, , ,143,3.2002983960000004,84,1.8798955609999999,74877,1032.886236,70900,-0.1489217273,174,8,34.46475196,15368,15263,105,24596,23088,1508,18698,17580,1118,350,303,47,546,490
125,WC,44.68333333,1,16,5,39,1,0.358075345,0.1118985453,0.46997389030000003,1,8.175916667000001,6,0,5,0,1,3,1,0,1,0,0,13.95253333,0,14.39645,0,3,0,94894,2123.700112, , ,199,4.4535621039999995,59,1.320402835,86269,1287.835882,82308,0.1489217273,189,28,32.51771727,15263,15368,-105,23088,24596,-1508,17580,18698,-1118,303,350,-47,490,546
126,WC,43.46666667,0,8,19,17,0,0.18404907980000001,0.43711656439999996,0.6211656442,0,8.7532,2,4,2,3,0,1,1,0,0,1,1,10.61715,1,17.41728333,1,1,2,121633,2798.305215, , ,192,4.417177914,70,1.610429448,81087,1221.796012,78388,0.005885513959,148,19,33.38190184,16010,15381,629,25054,24465,589,19454,19216,238,346,331,15,510,511
127,WC,43.46666667,1,19,8,49,1,0.43711656439999996,0.18404907980000001,0.6211656442,1,8.7532,4,2,3,2,0,1,2,0,1,0,0,10.61715,0,17.41728333,0,2,1,136108,3131.319018, , ,180,4.141104294,94,2.162576687,87081,1359.694785,77928,-0.005885513959,144,34,33.24386503,15381,16010,-629,24465,25054,-589,19216,19454,-238,331,346,-15,511,510
128,WC,30.61666667,0,10,14,19,0,0.3266194883,0.4572672836,0.7838867719,0,10.91945,1,3,1,3,0,0,1,0,0,0,1,12.21153333,0,13.79975,0,0,1,39430,1287.860642, , ,127,4.148067501,35,1.1431682090000002,50978,1008.032662,49043,-0.020524101189999998,122,8,29.2324442,15936,16590,-654,24041,25813,-1772,18406,18233,173,286,320,-34,464,527
129,WC,30.61666667,1,14,10,26,1,0.4572672836,0.3266194883,0.7838867719,1,10.91945,3,1,3,1,1,1,1,0,0,0,0,12.21153333,1,13.79975,1,1,0,47907,1564.735983, , ,98,3.200870985,54,1.763745237,60710,1325.898748,50060,0.020524101189999998,122,28,35.01360915,16590,15936,654,25813,24041,1772,18233,18406,-173,320,286,34,527,464
130,WC,23.55,1,19,2,25,1,0.8067940551999999,0.08492569002,0.8917197452,1,10.4054,2,0,2,0,2,0,0,0,0,0,1,11.80005,1,12.4596,1,1,0,45125,1916.135881, , ,86,3.6518046710000003,38,1.61358811,50757,1484.7728240000001,39875,0.20761245670000003,72,40,35.15923567,16719,14868,1851,29715,22213,7502,18745,16855,1890,287,300,-13,510,486
131,WC,23.55,0,2,19,3,0,0.08492569002,0.8067940551999999,0.8917197452,0,10.4054,0,2,0,2,0,0,0,0,0,0,0,11.80005,0,12.4596,0,0,1,28299,1201.656051, , ,77,3.2696390660000003,34,1.44373673,34906,811.6942675,32375,-0.20761245670000003,67,13,32.14437367,14868,16719,-1851,22213,29715,-7502,16855,18745,-1890,300,287,13,486,510
132,WC,28.65,0,6,20,16,0,0.2094240838,0.6980802792,0.9075043629999999,0,10.97728333,0,3,0,3,0,0,0,0,0,0,1,14.81328333,0,11.89546667,0,0,1,37547,1310.541012, , ,83,2.897033159,48,1.67539267,46801,973.4450262,44885,-0.180454633,120,8,33.43804538,16718,16914,-196,25827,28153,-2326,19458,19442,16,328,326,2,518,546
133,WC,28.65,1,20,6,43,1,0.6980802792,0.2094240838,0.9075043629999999,1,10.97728333,3,0,3,0,1,1,0,1,0,0,0,14.81328333,1,11.89546667,1,1,0,65131,2273.333333, , ,123,4.293193717,35,1.221640489,59709,1423.986038,53788,0.180454633,133,4,35.84642234,16914,16718,196,28153,25827,2326,19442,19458,-16,326,328,-2,546,518
134,WC,28.48333333,0,5,13,13,0,0.1755412522,0.4564072557,0.6319485079,0,10.02826667,0,3,0,3,0,0,0,0,0,0,0,13.99443333,0,14.28726667,0,0,1,34097,1197.086015, , ,100,3.5108250439999997,36,1.263897016,42899,845.7296664999999,41450,-0.07489114659,121,12,30.54417788,14338,15825,-1487,22372,24982,-2610,17980,18247,-267,311,319,-8,507,510
135,WC,28.48333333,1,13,5,34,1,0.4564072557,0.1755412522,0.6319485079,1,10.02826667,3,0,3,0,0,2,1,0,0,0,1,13.99443333,1,14.28726667,1,1,0,53008,1861.018139, , ,101,3.5459332939999997,49,1.720304272,54522,1253.792861,44675,0.07489114659,94,15,32.61556466,15825,14338,1487,24982,22372,2610,18247,17980,267,319,311,8,510,507
136,WC,26.81666667,0,9,17,17,1,0.3356121815,0.6339341206,0.9695463020999999,0,8.0683,0,3,0,3,0,0,0,0,0,0,0,13.30226667,0,16.00058333,0,0,1,37148,1385.257924, , ,82,3.0577998760000002,28,1.044126787,42537,922.8290864,39725,-0.17146144989999998,105,6,30.42883779,15099,15880,-781,23693,24470,-777,18421,19751,-1330,316,346,-30,493,523
137,WC,26.81666667,1,17,9,25,0,0.6339341206,0.3356121815,0.9695463020999999,1,8.0683,3,0,3,0,1,0,0,2,0,0,1,13.30226667,1,16.00058333,1,1,0,46603,1737.837166, , ,92,3.4307023,28,1.044126787,53365,1326.607831,47175,0.17146144989999998,116,20,35.2765693,15880,15099,781,24470,23693,777,19751,18421,1330,346,316,30,523,493
138,WC,34.26666667,1,20,9,42,1,0.5836575875,0.2626459144,0.8463035018999999,0,7.185466667000001,2,2,2,2,2,0,0,0,0,0,0,12.38358333,1,15.44201667,1,1,0,78915,2302.966926, , ,126,3.677042802,55,1.605058366,66843,1298.457198,64250,0.1282233889,130,25,32.94747082,15187,14094,1093,23583,22307,1276,18408,17801,607,300,291,9,522,494
139,WC,34.26666667,0,9,20,26,0,0.2626459144,0.5836575875,0.8463035018999999,1,7.185466667000001,2,2,2,2,0,2,0,0,0,0,1,12.38358333,0,15.44201667,0,0,1,67166,1960.0972760000002, , ,107,3.122568093,42,1.225680934,58400,1052.066148,56508,-0.1282233889,117,18,33.21011673,14094,15187,-1093,22307,23583,-1276,17801,18408,-607,291,300,-9,494,522
140,WC,33.15,1,20,13,42,0,0.6033182504,0.39215686270000005,0.9954751131,0,9.4646,2,3,2,3,1,0,0,1,0,0,0,12.49931667,0,12.8903,0,2,0,58492,1764.464555, , ,140,4.223227753,52,1.568627451,68085,1400.277526,61483,0.05223805868,111,23,33.51432881,15123,17372,-2249,25513,28110,-2597,16372,18536,-2164,281,320,-39,465,496
141,WC,33.15,0,13,20,16,1,0.39215686270000005,0.6033182504,0.9954751131,1,9.4646,3,2,3,2,2,0,1,0,0,0,1,12.49931667,1,12.8903,1,0,2,41942,1265.218703, , ,115,3.46907994,49,1.4781297130000002,61745,1209.025641,58353,-0.05223805868,134,50,36.28959276,17372,15123,2249,28110,25513,2597,18536,16372,2164,320,281,39,496,465
142,WC,23.85,1,20,3,48,1,0.8385744234999999,0.1257861635,0.964360587,1,7.025116667000001,3,0,3,0,0,0,1,2,0,0,1,10.98298333,1,11.59345,1,1,0,45675,1915.0943399999999, , ,99,4.150943396000001,36,1.509433962,54624,1620.5366880000001,46525,0.37311910229999995,104,41,38.90985325,16976,14017,2959,29324,22110,7214,19028,17633,1395,348,307,41,561,464
143,WC,23.85,0,3,20,9,0,0.1257861635,0.8385744234999999,0.964360587,0,7.025116667000001,0,3,0,3,0,0,0,0,0,0,0,10.98298333,0,11.59345,0,0,1,30845,1293.2914050000002, , ,93,3.899371069,29,1.2159329140000001,33330,727.706499,31895,-0.37311910229999995,71,0,28.30188679,14017,16976,-2959,22110,29324,-7214,17633,19028,-1395,307,348,-41,464,561
144,WC,38.93333333,1,16,13,35,0,0.41095890409999997,0.3339041096,0.7448630137000001,0,11.47041667,3,2,2,2,1,0,0,1,1,0,1,11.64301667,1,12.59981667,1,1,0,62666,1609.5719179999999, , ,159,4.08390411,83,2.131849315,75853,1300.885274,68350,0.06701545347,171,46,33.80136986,16124,15367,757,26489,23248,3241,18707,17522,1185,298,274,24,506,464
145,WC,38.93333333,0,13,16,33,1,0.3339041096,0.41095890409999997,0.7448630137000001,1,11.47041667,2,3,2,2,0,2,0,0,0,1,0,11.64301667,0,12.59981667,0,0,1,76081,1954.1352739999998, , ,160,4.109589041,64,1.6438356159999998,67549,1087.597603,63918,-0.06701545347,142,0,32.26027397,15367,16124,-757,23248,26489,-3241,17522,18707,-1185,274,298,-24,464,506
146,WC,29.7,1,14,5,34,0,0.4713804714,0.1683501684,0.6397306397,0,7.514716667,3,1,3,1,1,2,0,0,0,0,0,12.14815,0,13.43306667,0,1,0,48991,1649.5286199999998, , ,89,2.996632997,40,1.346801347,59771,1354.094276,53990,0.1891979564,138,43,36.4983165,14865,15288,-423,23828,24443,-615,17927,18146,-219,319,307,12,512,473
147,WC,29.7,0,5,14,7,1,0.1683501684,0.4713804714,0.6397306397,1,7.514716667,1,3,1,3,0,0,0,1,0,0,1,12.14815,1,13.43306667,1,0,1,47756,1607.946128, , ,78,2.626262626,29,0.9764309764,49055,993.2861953,44658,-0.1891979564,108,8,30.70707071,15288,14865,423,24443,23828,615,18146,17927,219,307,319,-12,473,512
148,WC,23.91666667,1,21,1,43,1,0.8780487805,0.041811846689999994,0.9198606272,1,9.648333333,3,0,3,0,1,0,2,0,0,0,1,12.0803,1,13.25051667,1,1,0,43816,1832.027875, , ,105,4.390243902,36,1.505226481,53221,1555.651568,48638,0.41565472200000003,105,35,36.04181185,16280,14068,2212,28567,21409,7158,19094,16819,2275,326,284,42,513,460
149,WC,23.91666667,0,1,21,4,0,0.041811846689999994,0.8780487805,0.9198606272,0,9.648333333,0,3,0,3,0,0,0,0,0,0,0,12.0803,0,13.25051667,0,0,1,21292,890.2578397, , ,74,3.094076655,28,1.170731707,34457,771.0940767000001,31900,-0.41565472200000003,86,0,30.64808362,14068,16280,-2212,21409,28567,-7158,16819,19094,-2275,284,326,-42,460,513
150,WC,30.13333333,0,3,10,2,1,0.09955752212,0.33185840710000003,0.4314159292,0,6.400783333,0,4,0,4,0,0,0,0,0,0,1,10.77446667,1,17.81778333,0,0,1,38701,1284.325221, , ,89,2.9535398230000003,31,1.028761062,45699,858.8296460000001,45233,-0.1927763794,118,4,29.86725664,15155,14667,488,23046,23142,-96,17747,18063,-316,291,284,7,469,500
151,WC,30.13333333,1,10,3,20,0,0.33185840710000003,0.09955752212,0.4314159292,1,6.400783333,4,0,4,0,3,0,0,1,0,0,0,10.77446667,0,17.81778333,1,1,0,61463,2039.701327, , ,127,4.21460177,59,1.9579646019999999,59581,1319.515487,54883,0.1927763794,123,20,36.40486726,14667,15155,-488,23142,23046,96,18063,17747,316,284,291,-7,500,469
152,WC,31.95,0,15,26,32,0,0.4694835681,0.8137715179999999,1.283255086,0,11.54096667,1,2,1,2,1,0,0,0,0,0,0,13.15125,0,10.03215,0,0,2,53711,1681.095462, , ,103,3.223787167,31,0.9702660406999999,52453,986.5915492999999,49650,-0.21298420839999999,93,8,26.35367762,13927,17488,-3561,23406,27737,-4331,15444,18293,-2849,239,300,-61,395,492
153,WC,31.95,1,26,15,33,1,0.8137715179999999,0.4694835681,1.283255086,1,11.54096667,2,1,2,1,0,1,0,1,0,0,1,13.15125,1,10.03215,1,2,0,71280,2230.9859149999997, , ,118,3.693270736,40,1.251956182,67109,1445.308294,61485,0.21298420839999999,123,58,31.58059468,17488,13927,3561,27737,23406,4331,18293,15444,2849,300,239,61,492,395
154,WC,27.93333333,0,9,11,17,1,0.3221957041,0.3937947494,0.7159904534999999,0,10.20031667,0,3,0,3,0,0,0,0,0,0,0,13.0343,0,14.66168333,0,1,0,30166,1079.928401, , ,85,3.042959427,37,1.324582339,49273,1102.618138,46725,0.0736023432,123,13,31.07398568,15977,15195,782,23295,24183,-888,19021,18673,348,336,332,4,474,477
155,WC,27.93333333,1,11,9,25,0,0.3937947494,0.3221957041,0.7159904534999999,1,10.20031667,3,0,3,0,1,2,0,0,0,0,1,13.0343,1,14.66168333,1,0,1,37520,1343.198091, , ,93,3.329355609,33,1.181384248,51689,1189.1097849999999,43408,-0.0736023432,124,14,33.86634845,15195,15977,-782,24183,23295,888,18673,19021,-348,332,336,-4,477,474
156,WC,27.31666667,0,2,19,4,0,0.07321537522999999,0.6955460647,0.7687614398999999,0,8.329233333,0,4,0,4,0,0,0,0,0,0,0,10.6046,0,12.90528333,0,0,1,23185,848.7492373, , ,89,3.258084198,41,1.500915192,39971,800.8004881,36925,-0.3032739805,104,8,31.37278829,14785,15220,-435,22290,24296,-2006,17877,17433,444,327,321,6,478,465
